Department,Module Code , Title,Credits,
School of Engineering,ME4714 , INSTRUMENTATION AND CONTROL,6,
School of Engineering,ME4716 , CONTROL ENGINEERING 1,6,
School of Engineering,ME4717 , CONTROL ENGINEERING 2,6,
School of Engineering,ME4718 , FLUID PROCESS CONTROL,6,
School of Engineering,ME4724 , INTRODUCTION TO BIOMEDICAL ENGINEERING,6,
School of Engineering,ME4726 , FLIGHT MECHANICS,6,
School of Engineering,ME4727 , STABILITY AND CONTROL OF AIRCRAFT,6,
School of Engineering,ME4736 , PHYSIOLOGICAL FLUID MECHANICS 1,6,
School of Engineering,ME4746 , PHYSIOLOGICAL FLUID MECHANICS 2,6,
School of Engineering,ME4804 , INTRODUCTION TO CAD,6,
School of Engineering,ME4807 , AIRCRAFT CONCEPTUAL DESIGN,6,
School of Engineering,ME4813 , DESIGN 1,6,
School of Engineering,ME4818 , MECHANICAL DESIGN,6,
School of Engineering,ME4826 , AIRCRAFT DESIGN,6,
School of Engineering,ME4837 , ADVANCED CAD,6,
School of Engineering,ME5001 , MACHINE DYNAMICS,6,
School of Engineering,ME5002 , MECHATRONICS,6,
School of Engineering,ME5011 , MECHANICS OF SOLIDS,6,
School of Engineering,ME5012 , FINITE ELEMENT ANALYSIS,6,
School of Engineering,ME5022 , SOFTWARE APPLICATIONS,6,
School of Engineering,ME5031 , DESIGN METHODOLOGY,6,
School of Engineering,ME5032 , AIRCRAFT SYSTEMS ENGINEERING,6,
School of Engineering,ME5041 , CAD,6,
School of Engineering,ME5042 , MECHANICAL DESIGN,6,
School of Engineering,ME5061 , CONTINUED AIRWORTHINESS MANAGEMENT: MAINTENANCE PROGRAMMES AND TECHNICAL RECORDS,6,
School of Engineering,ME5062 , TISSUE ENGINEERING,6,
School of Engineering,ME5071 ," AIRCRAFT MAINTENANCE, REPAIR AND OVERHAUL (MRO) ECONOMICS",6,
School of Engineering,ME5072 , FLEET PLANNING FUNDAMENTALS,3,
School of Engineering,ME5081 ," LEAN MANAGEMENT IN AIRCRAFT MAINTENANCE, REPAIR AND OVERHAUL (MRO) ORGANISATIONS",6,
School of Engineering,ME5082 , COMPOSITES IN THE AIRCRAFT MAINTENANCE ENVIRONMENT: INSPECTION AND REPAIRS,6,
School of Engineering,ME5091 , RELIABILITY ENGINEERING,6,
School of Engineering,ME5092 , AVIATION HUMAN FACTORS AND SAFETY,6,
School of Engineering,ME5101 , BIOMECHANICS,12,
School of Engineering,ME5102 , PROFESSIONAL SKILLS FOR ENGINEERS ,3,
School of Engineering,ME5103 , PROFESSIONAL SKILLS FOR ENGINEERS ,3,
School of Engineering,ME5112 , AIRWORTHINESS MANAGEMENT,6,
School of Engineering,ME5122 , AIRCRAFT MATERIALS AND STRUCTURAL INTEGRITY,6,
School of Engineering,ME5201 , BIOMEDICAL ENGINEERING PROJECT I,12,
School of Engineering,ME6001 , FUNDAMENTALS OF CONTINUUM MECHANICS,6,
School of Engineering,ME6003 , RESEARCH PROJECT 3 (M ENG AERONAUTICAL ENG),30,
School of Engineering,ME6004 , EQUIPMENT SYSTEMS ENGINEERING RESEARCH 1,18,
School of Engineering,ME6005 , EQUIPMENT SYSTEMS ENGINEERING RESEARCH 2,18,
School of Engineering,ME6006 , EQUIPMENT SYSTEMS ENGINEERING RESEARCH 3,18,
School of Engineering,ME6008 , MICROFLUIDS,6,
School of Engineering,ME6013 , RESEARCH PROJECT 3 (M ENG MECHANICAL ENG),30,
School of Engineering,ME6023 , EQUIPMENT SYSTEMS ENGINEERING PROJECT REVIEW,6,
School of Engineering,ME6031 , ADVANCED STABILITY AND CONTROL OF AIRCRAFT,6,
School of Engineering,ME6032 , ADVANCED AIRCRAFT STRUCTURES,6,
School of Engineering,ME6041 , RESEARCH PROJECT 1  (M ENG AERONAUTICAL ENG),3,
School of Engineering,ME6042 , RESEARCH PROJECT 2  (M ENG AERONAUTICAL ENG),12,
School of Engineering,ME6051 , ADVANCED TECHNICAL COMMUNICATION FOR ENGINEERS,3,
School of Engineering,ME6052 , FRACTURE MECHANICS,6,
School of Engineering,ME6053 , RESEARCH PROJECT 1 (ME MECHANICAL ENGINEERING),9,
School of Engineering,ME6054 , RESEARCH PROJECT 2 (ME MECHANICAL ENGINEERING),12,
School of Engineering,ME6061 , COMPOSITE AIRCRAFT STRUCTURES,6,
School of Engineering,ME6062 , ADVANCED COMPUTATIONAL FLUID DYNAMICS,6,
School of Engineering,ME6071 , NON,6,
School of Engineering,ME6072 , ENGINEERING MECHANICS OF PLASTICS AND COMPOSITES,6,
School of Engineering,ME6081 , RESEARCH PROJECT 1 (M ENG MECHANICAL ENG),3,
School of Engineering,ME6082 , RESEARCH PROJECT 2 (M ENG MECHANICAL ENG),12,
School of Engineering,ME6091 , AEROSPACE METALLIC MATERIALS,6,
School of Engineering,ME6092 , RENEWABLE ENERGY TECHNOLOGIES,6,
School of Engineering,ME6101 , MASTERS THESIS 1 ENGINEERING PRODUCT DESIGN,30,
School of Engineering,ME6102 , MASTERS THESIS 2 ENGINEERING PRODUCT DESIGN,30,
School of Engineering,ME6103 , RESEARCH PROJECT 1 (5 YEAR MENG AERONAUTICAL),9,
School of Engineering,ME6104 , RESEARCH PROJECT 2 (5 YEAR MENG AERONAUTICAL),12,
School of Engineering,ME6111 , AERODYNAMICS 2,6,
School of Engineering,ME6112 , FLEET PLANNING,6,
School of Engineering,ME6121 , PROFESSIONAL SKILLS FOR ENGINEERS,6,
School of Engineering,ME6122 , MICROFLUIDICS,6,
School of Engineering,ME6131 , RESEARCH PROJECT 1 ,3,
School of Engineering,ME6132 , RESEARCH PROJECT 2 ,6,
School of Engineering,ME6133 , RESEARCH PROJECT 3 ,30,
School of Engineering,ME6141 , HEAT AND MASS TRANSFER,6,
School of Engineering,ME6142 , AIRCRAFT CONTROL SYSTEMS,6,
School of Engineering,ME6151 , RESEARCH PROJECT 1 (ME CIVIL ENGINEERING),9,
School of Engineering,ME6161 , RESEARCH PROJECT 1 (MSC MECHANICAL ENGINEERING),3,
School of Engineering,ME6162 , RESEARCH PROJECT 2 (MSC MECHANICAL ENGINEERING),6,
School of Engineering,ME6163 , RESEARCH PROJECT 3 (MSC MECHANICAL ENGINEERING),30,
School of Engineering,ME6171 , COMPOSITE AEROSPACE STRUCTURES,6,
School of Engineering,ME6172 , ADVANCED AEROSPACE STRUCTURES,6,
School of Engineering,ME6181 , SPACE SYSTEMS DESIGN,6,
School of Engineering,ME6182 , ENGINEERING ALLOYS,6,
School of Engineering,ME6191 , AIRWORTHINESS AND SPACEWORTHINESS,6,
School of Engineering,ME6192 , PLASTICITY OF CONVENTIONAL AND 3D PRINTED METALS,6,
School of Engineering,ME6201 , ENGINEERING FOR NET ZERO CARBON,6,
School of Engineering,ME6202 , RESEARCH PROJECT 2 (ME CIVIL ENGINEERING),12,
School of Engineering,ME6211 , ANALYSIS AND DESIGN OF SPACECRAFT STRUCTURES,6,
School of Engineering,ME6212 , ENGINEERING A CIRCULAR ECONOMY,6,
School of Engineering,ME6221 , DISRUPTIVE INNOVATION SPRINTS,9,
School of Engineering,ME6222 , TECHNOLOGY PLATFORM SPRINTS,9,
School of Engineering,ME6231 , RESEARCH PROPOSAL PREPARATION,6,
School of Engineering,ME6232 , EQUIPMENT SYSTEMS ENGINEERING RESEARCH PLAN,6,
School of Engineering,ME6241 , RESEARCH PROJECT 1 (ME BIOMEDICAL ENGINEERING),9,
School of Engineering,ME6242 , RESEARCH PROJECT 2 (ME BIOMEDICAL ENGINEERING),12,
School of Engineering,ME6251 , CELLULAR MECHANOBIOLOGY,6,
School of Engineering,ME6252 , BIOMICROFLUIDICS,6,
School of Engineering,ME6261 , RESEARCH PROJECT 1 (ME DIGITAL MECHATRONIC ENGINEERING),9,
School of Engineering,ME6262 , CELL DERIVED THERAPIES,6,
School of Engineering,ME6272 , LEAN THINKING FOR AVIATION,6,
School of Engineering,ME6282 , RESEARCH PROJECT 2 (ME DIGITAL MECHATRONIC ENGINEERING),12,
School of Engineering,MF4003 , ENTERPRISE PROCESS MODELLING,6,
School of Engineering,MF4004 , ENTERPRISE OPERATIONS MANAGEMENT 1,6,
School of Engineering,MF4006 , ENTERPRISE OPERATIONS MANAGEMENT 2,6,
School of Engineering,MF4007 , PROJECT 1,6,
School of Engineering,MF4008 , PROJECT 2,6,
School of Engineering,MF4013 , ENTERPRISE INFORMATION SYSTEMS,6,
School of Engineering,MF4014 , QUALITY SYSTEMS,6,
School of Engineering,MF4016 , ENTERPRISE SIMULATION,6,
School of Engineering,MF4024 , MANUFACTURING PROCESSES 4,6,
School of Engineering,MF4026 , ENTERPRISE SOFTWARE DEVELOPMENT,6,
School of Engineering,MF4038 , ADVANCED MANUFACTURING SYSTEMS,6,
School of Engineering,MF4711 , MANUFACTURING INTEGRATION,6,
School of Engineering,MF4712 , OPERATIONS INTEGRATION,6,
School of Engineering,MF4713 , WORK DESIGN AND MEASUREMENT,6,
School of Engineering,MF4714 , OPERATIONS MANAGEMENT 1,6,
School of Engineering,MF4716 , OPERATIONS MANAGEMENT 2,6,
School of Engineering,MF4717 , MODELLING AND CONTROL OF DYNAMIC SYSTEMS,6,
School of Engineering,MF4718 , PLANT RELIABILITY AND MAINTENANCE,6,
School of Engineering,MF4722 , DRAWING AND CAD,6,
School of Engineering,MF4723 , ORGANISATIONAL PSYCHOLOGY,6,
School of Engineering,MF4724 , MACHINE DESIGN,6,
School of Engineering,MF4726 , DISCRETE EVENT SIMULATION,6,
School of Engineering,MF4727 , OPERATIONS MANAGEMENT 3,6,
School of Engineering,MF4728 , OCCUPATIONAL PSYCHOLOGY,6,
School of Engineering,MF4733 , MANUFACTURING INFORMATION SYSTEMS,6,
School of Engineering,MF4734 , MEASUREMENT AND QUALITY SYSTEMS,6,
School of Engineering,MF4736 , ENGINEERING ECONOMY,6,
School of Engineering,MF4737 , AUTOMATION ENGINEERING 2,6,
School of Engineering,MF4738 , PRODUCTION ENGINEERING 2,6,
School of Engineering,MF4746 , PRODUCTION ENGINEERING 1,6,
School of Engineering,MF4747 , MATERIAL FORMING 1,6,
School of Engineering,MF4756 , PRODUCT DESIGN AND MODELLING,6,
School of Engineering,MF4758 , MATERIAL FORMING 2,6,
School of Engineering,MF4766 , AUTOMATION ENGINEERING 1,6,
School of Engineering,MF4768 , ERGONOMICS,6,
School of Engineering,MF4902 , APPLIED AUTOMATION (DISTANCE LEARNING),6,
School of Engineering,MF4904 , MANUFACTURING SYSTEMS DESIGN (DISTANCE LEARNING),6,
School of Engineering,MF5001 , MATHEMATICAL MODELLING IN SUPPLY CHAIN,6,
School of Engineering,MF5051 , DESIGN FOR MANUFACTURE,6,
School of Engineering,MF5052 , PROCESS DESIGN,6,
School of Engineering,MF6001 , OPERATIONS MANAGEMENT,6,
School of Engineering,MF6002 , OPERATIONS MANAGEMENT AND PERFORMANCE,3,
School of Engineering,MS5401 , QUALITY MANAGEMENT 1,6,
School of Engineering,MS5402 , QUALITY MANAGEMENT II,6,
School of Engineering,MS5411 , QUALITY SCIENCE 1,6,
School of Engineering,MS5412 , QUALITY SCIENCE II,6,
School of Engineering,MS5421 , GDIP PROJECT 1,6,
School of Engineering,MS5422 , PROJECT II GDIP IN QUALITY MANAGEMENT,6,
School of Engineering,MS5431 , QUALITY SCIENCE STATISTICS 1,6,
School of Engineering,MS5432 , QUALITY SCIENCE III / ADVANCED STATISTICS,6,
School of Engineering,MS5441 , QUALITY SCIENCE STATISTICS 2,6,
School of Engineering,MS5452 , SIX SIGMA PROJECT,12,
School of Engineering,MS6001 , MASTERS THESIS 1 QUALITY MANAGEMENT,6,
School of Engineering,MS6002 , MASTERS THESIS 2 QUALITY MANAGEMENT,6,
School of Engineering,MS6031 , SIX SIGMA,9,
School of Engineering,MS6041 , QUALITY SCIENCE INTRODUCTION,6,
School of Engineering,MS6042 , QUALITY SCIENCE ADVANCED,6,
School of Engineering,MT4002 , MATERIALS 1,6,
School of Engineering,MT4004 , MATERIALS PROCESS ENGINEERING 2,6,
School of Engineering,MT4006 , TISSUE ENGINEERING,6,
School of Engineering,MT4008 , PROPERTIES OF MATERIALS B,6,
School of Engineering,MT4013 , POLYMER SCI (ORG CHEM4),6,
School of Engineering,MT4017 , BIOMATERIALS 1,6,
School of Engineering,MT4018 , BIOMATERIALS 2,6,
School of Engineering,MT4023 , MATERIALS 2,6,
School of Engineering,MT4027 , AEROSPACE METALLIC MATERIALS,6,
School of Engineering,MT4028 , BIOCOMPATABILITY,6,
School of Engineering,MT4038 ," FAILURE, DAMAGE AND LIFE PREDICTION",6,
School of Engineering,MT4101 , INTRODUCTION TO MATERIALS,6,
School of Engineering,MT4104 , PHYSICAL METALLURGY,6,
School of Engineering,MT4105 , QUALITY SYSTEMS,6,
School of Engineering,MT4107 , COMPOSITE MATERIALS,6,
School of Engineering,MT4205 , FAILURE PROCESSES,6,
School of Engineering,MT4207 , FAILURE AND DAMAGE ANALYSIS,6,
School of Engineering,MT4208 , MATERIALS SELECTION AND DESIGN,6,
School of Engineering,MT4217 , OPTICAL FIBRE MATERIALS,6,
School of Engineering,MT4303 , MATERIALS SCIENCE 3,6,
School of Engineering,MT4305 , ADVANCED ANALYTICAL TECHNIQUES,6,
School of Engineering,MT4508 , SURFACE ENGINEERING,6,
School of Engineering,MT4518 , SURFACE TECHNOLOGY,6,
School of Engineering,MT4607 , MATERIALS SCIENCE PROJECT 1,6,
School of Engineering,MT4608 , MATERIALS SCIENCE PROJECT 2,6,
School of Engineering,MT4707 , HIGH PERFORMANCE MATERIALS,6,
School of Engineering,MT4717 , AEROSPACE MATERIALS,6,
School of Engineering,MT4804 , CERAMICS AND GLASS SCIENCE 1,6,
School of Engineering,MT4805 , CERAMICS AND GLASS SCIENCE 2,6,
School of Engineering,MT4904 , MATERIALS TECHNOLOGY 3,6,
School of Engineering,MT4905 , MATERIALS TECHNOLOGY 4,6,
School of Engineering,MT4907 , POLYMER CHEMISTRY,3,
School of Engineering,MT4943 , MATERIALS PROCESSING,6,
School of Engineering,MT5001 , STRUCTURE OF MATERIALS,6,
School of Engineering,MT5021 , ADVANCED MATERIALS PROCESSING,6,
School of Engineering,MT5032 , MATERIALS SELECTION AND DESIGN,6,
School of Engineering,MT5102 , RES PROJECT ADV MATERIALS  THESIS 2,12,
School of Engineering,MT5111 , BIOMATERIALS 1,6,
School of Engineering,MT5112 , MASTERS RES THESIS ,30,
School of Engineering,MT5122 , BIOMATERIALS II,6,
School of Engineering,MT5202 , BIOMEDICAL ENGINEERING PROJECT II,12,
School of Engineering,MT6001 , AEROSPACE METALLIC MATERIALS,6,
School of Engineering,MT6003 , MATERIALS PROJECT 2,30,
School of Engineering,MT6011 , ADVANCED CHARACTERISATION OF MATERIALS 1,6,
School of Engineering,MT6021 , ADVANCED MATERIALS PROCESSING,6,
School of Engineering,MT6031 , MANAGEMENT SYSTEMS STANDARDS,6,
School of Engineering,MT6032 , ADVANCED CHARACTERISATION OF MATERIALS 2,6,
School of Engineering,MT6041 , BIOMATERIALS SCIENCE,6,
School of Engineering,MT6042 , MATERIALS PROJECT 1,15,
School of Engineering,MT6052 , SURFACE DEGRADATION AND PROTECTION,6,
School of Engineering,MT6061 , POLYMERS FOR BIOMEDICAL DEVICES,6,
School of Engineering,MT6062 , BIOPOLYMER SCIENCE: POLYMER THERAPEUTICS,6,
School of Engineering,MT8011 , ADVANCED BIOMATERIALS (STRUCTURED PHD),6,
School of Engineering,OP6003 , TECHNOLOGY MANAGEMENT,3,
School of Engineering,PE4112 , PRODUCTION TECHNOLOGY 1,6,
School of Engineering,PE5011 , GRAD DIP AMT PROJECT 1,6,
School of Engineering,PE5012 , GRAD DIP AMT PROJECT 2,6,
School of Engineering,PE6010 , THESIS CONFERENCE PAPER,6,
School of Engineering,PE6011 , M TECH THESIS 1,12,
School of Engineering,PE6012 , M TECH THESIS 2,12,
School of Engineering,PE6020 , M TECH THESIS 3,6,
School of Engineering,PE6211 , COMPUTER AIDED DESIGN AND MODELLING,6,
School of Engineering,PE6312 , COMPUTER CONTROL OF MANUFACTURING EQUIPMENT,6,
School of Engineering,PE6322 , MANUFACTURING CONTROL AND INFORMATION SYSTEMS,6,
School of Engineering,PN4108 , MANUFACTURING AND SERVICE SYSTEMS DESIGN,3,
School of Engineering,PN4318 , MACHINE CONTROL,6,
School of Engineering,PT3001 , INTRODUCTION TO SUPPLY CHAIN MANAGEMENT,6,
School of Engineering,PT3002 , SOURCE WITHIN THE PROFESSIONAL PROCUREMENT PROCESS,6,
School of Engineering,PT3011 , PLAN WITHIN SUPPLY CHAINS,6,
School of Engineering,PT3012 , DELIVER AND RETURN WITHIN THE PROFESSIONAL PROCUREMENT PROCESS,6,
School of Engineering,PT3013 , REFLECTIVE LEARNING PORTFOLIO (SUPPLY CHAIN MANAGEMENT),6,
School of Engineering,PT3021 , MAKE WITHIN SUPPLY CHAINS,6,
School of Engineering,PT3023 , SIGMA IMPROVEMENT METHODOLOGIES FOR PROFESSIONAL PROCUREMENT,6,
School of Engineering,PT3031 ," TEAMWORK, CHANGE AND CULTURAL DIVERSITY",6,
School of Engineering,PT3041 , SIGMA IMPROVEMENT METHODOLOGIES,6,
School of Engineering,PT3051 , SOURCE WITHIN SUPPLY CHAINS,6,
School of Engineering,PT3061 , DELIVER AND RETURN WITHIN SUPPLY CHAINS,6,
School of Engineering,PT3071 , INFORMATION SYSTEMS AND DECISION SUPPORT,6,
School of Engineering,PT3081 , INTEGRATING DEVELOPMENT TO PRODUCTION,6,
School of Engineering,PT3091 , SUPPLY CHAIN PROJECT 1,6,
School of Engineering,PT4000 , PROFESSIONAL SKILLS,3,
School of Engineering,PT4001 , SUSTAINABLE DEVELOPMENT,6,
School of Engineering,PT4002 , SUSTAINABILITY IN PRACTICE PROJECT,6,
School of Engineering,PT4003 , SUPPLY CHAIN DYNAMICS GAME,6,
School of Engineering,PT4004 , INTRODUCTION TO QUALITY MANAGEMENT,6,
School of Engineering,PT4005 , SUPPLY CHAIN DESIGN,6,
School of Engineering,PT4006 , APPRENTICESHIP PERSONAL AND PROFESSIONAL DEVELOPMENT PORTFOLIO 2,3,
School of Engineering,PT4007 , PLAN WITH SUPPLY CHAINS,6,
School of Engineering,PT4008 , DELIVER AND RETURN WITHIN SUPPLY CHAINS,6,
School of Engineering,PT4011 , INTRODUCTION TO TECHNOLOGY MANAGEMENT,6,
School of Engineering,PT4012 , DECISION SUPPORT TOOLS,6,
School of Engineering,PT4013 , OPERATIONS MODELLING,6,
School of Engineering,PT4014 , PLANT AUTOMATION,6,
School of Engineering,PT4015 , LEAN THINKING AND LEAN TOOLS,6,
School of Engineering,PT4017 , B TECH MANUFACTURING TECHNOLOGY PROJECT 1,6,
School of Engineering,PT4018 , B TECH MANUFACTURING TECHNOLOGY PROJECT 2,6,
School of Engineering,PT4021 , SUPPLY CHAIN OPERATIONS MANAGEMENT,6,
School of Engineering,PT4022 , INTRODUCTION TO QUALITY MANAGEMENT,6,
School of Engineering,PT4023 , APPRENTICESHIP PERSONAL AND PROFESSIONAL DEVELOPMENT PORTFOLIO 1,3,
School of Engineering,PT4024 , INTRODUCTION TO MODELS AND FRAMEWORKS FOR SUPPLY CHAIN MANAGEMENT,6,
School of Engineering,PT4025 , SIMULATION MODELLING AND ANALYSIS,6,
School of Engineering,PT4027 , B TECH PRODUCTION MANAGEMENT PROJECT 1,6,
School of Engineering,PT4028 , B TECH PRODUCTION MANAGEMENT PROJECT 2,6,
School of Engineering,PT4031 , SUPPLY CHAIN MANAGEMENT STRUCTURES,6,
School of Engineering,PT4032 , CAREER DEVELOPMENT FOR SUSTAINABILITY,3,
School of Engineering,PT4035 , SUPPLY CHAIN CASE STUDY 1,6,
School of Engineering,PT4037 , INNOVATION AND TECHNOLOGY MANAGEMENT,6,
School of Engineering,PT4038 , PRODUCTION AND SERVICE SYSTEMS,6,
School of Engineering,PT4045 , SKILLS PORTFOLIO (SUPPLY CHAIN MANAGEMENT),6,
School of Engineering,PT4047 , MEASUREMENT AND QUALITY SYSTEMS,6,
School of Engineering,PT4051 , INTRODUCTION TO MODELS AND FRAMEWORKS FOR PROCUREMENT,6,
School of Engineering,PT4057 , ADVANCED MODELS AND FRAMEWORKS FOR SUPPLY CHAIN MANAGEMENT,6,
School of Engineering,PT4061 , ADVANCED FRAMEWORKS FOR PROCUREMENT,6,
School of Engineering,PT4067 , SIMULATION MODELLING AND ANALYSIS (ON,6,
School of Engineering,PT4111 , MANUFACTURING TECHNOLOGY 1,6,
School of Engineering,PT4112 , MANUFACTURING TECHNOLOGY 2,6,
School of Engineering,PT4113 , MEASUREMENT AND INSPECTION,6,
School of Engineering,PT4114 , MANUFACTURING TECHNOLOGY 3,6,
School of Engineering,PT4115 , MANUFACTURING TECHNOLOGY 4,6,
School of Engineering,PT4117 , MANUFACTURING TECHNOLOGY 5,6,
School of Engineering,PT4118 , MANUFACTURING TECHNOLOGY 6,6,
School of Engineering,PT4121 , COMMUNICATION GRAPHICS,6,
School of Engineering,PT4182 , SUPPLY CHAIN PROJECT 2,12,
School of Engineering,PT4184 , SUPPLY CHAIN PROJECT 3,12,
School of Engineering,PT4213 , DRAWING AND CAD,6,
School of Engineering,PT4315 , PRODUCTIVITY METHODS 3,6,
School of Engineering,PT4317 , PRODUCTIVITY METHODS 4,6,
School of Engineering,PT4323 , PRODUCTIVITY METHODS 1A,6,
School of Engineering,PT4324 , PRODUCTIVITY METHODS 2A,6,
School of Engineering,PT4423 , 2D CAD,6,
School of Engineering,PT4424 , 3D CAD MODELLING,6,
School of Engineering,PT4427 , DESIGN FOR MANUFACTURE,6,
School of Engineering,PT4428 , PROCESS DESIGN,6,
School of Engineering,PT4515 , AUTOMATION T 1,6,
School of Engineering,PT4517 , AUTOMATION T 2,6,
School of Engineering,PT4518 , AUTOMATION T 3,6,
School of Engineering,PT4617 , RELIABILITY TECHNOLOGY,6,
School of Engineering,PT4900 , PROFESSIONAL SKILLS,6,
School of Engineering,PT4901 , INTRODUCTION TO LEAN SKILLS,3,
School of Engineering,PT4904 , ENGINEERING SCIENCE PROJECT,6,
School of Engineering,PT4914 , ENGINEERING SCIENCE PROJECT,12,
School of Engineering,PT5001 , FRAMEWORKS FOR SUPPLY CHAIN MANAGEMENT,6,
School of Engineering,PT5011 , DESIGN THINKING FOR MEDICAL TECHNOLOGIES II,6,
School of Engineering,PT5012 , DESIGN THINKING FOR MEDICAL TECHNOLOGIES I,6,
School of Engineering,PT5021 , DESIGN FOR SIX SIGMA II (MEDICAL TECHNOLOGIES),6,
School of Engineering,PT5022 , DESIGN FOR SIX SIGMA I (MEDICAL TECHNOLOGIES),6,
School of Engineering,PT5032 , HUMAN FACTORS FOR MEDICAL TECHNOLOGIES,6,
School of Engineering,PT5092 , SUPPLY CHAIN PROJECT (SPECIALIST DIPLOMA),12,
School of Engineering,PT6001 , STRATEGY AND MANAGEMENT OF TECHNOLOGY,9,
School of Engineering,PT6003 , MANAGING INNOVATION,6,
School of Engineering,PT6004 , INFORMATION SYSTEMS,6,
School of Engineering,PT6011 , PEOPLE MANAGEMENT FOR TECHNOLOGY ORGANISATIONS,9,
School of Engineering,PT6014 , SUPPLY CHAIN MANAGEMENT,6,
School of Engineering,PT6021 , LEAN TOOLS AND TECHNIQUES,9,
School of Engineering,PT6024 , SALES AND OPERATIONS PLANNING,6,
School of Engineering,PT6031 , PROCESS AND PRODUCT MODELLING,9,
School of Engineering,PT6041 , PROBLEM SOLVING AND IMPROVEMENT METHODOLOGIES,9,
